Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
Non Legal Planning Features - All - Polygon,non-legal-planning-features-all-polygon,Geographic,ad71d3c2-0776-4233-9765-18fbf18580cf,a4468dc1-b283-447f-bf9a-afc3a72b4db2,"Ministry Of Forests Lands And Natural Resource Operations, Resource Management Objectives",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,A spatially identified polygon on land and/or wate...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=11943,other,Non Legal Planning Features - All - Polygon,508346ea-0e87-474d-b924-09ebb271964d,Data,WHSE_LAND_USE_PLANNING.RMP_PLAN_NON_LEGAL_POLY
2006 and 2011 Census Consolidated Subdivisions,2006-and-2011-census-consolidated-subdivisions,Geographic,ab9b4253-4249-4be8-95b5-2382b8b4e3b1,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,A census consolidated subdivision (CCS) is a stati...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=12940,other,2006 and 2011 Census Consolidated Subdivisions,35450ff6-014a-40cd-815f-20a50b1bfae6,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_CONS_SUBDIVS_SP
OGC Geophysical Misfired Charges,ogc-geophysical-misfired-charges,Geographic,aa555b97-b0ab-4ab0-a14c-80f99ba27621,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Explosive material set during geophysical explorat...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=15000,",other,OGC Geophysical Misfired Charges,4936b63f-b480-4ce3-9887-2a76d5eed05a,Data,WHSE_MINERAL_TENURE.OG_GEO_MISFIRED_CHARGES_SP
OGC Geophysical Misfired Charges,ogc-geophysical-misfired-charges,Geographic,aa555b97-b0ab-4ab0-a14c-80f99ba27621,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Explosive material set during geophysical explorat...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_GEO_MISFIRED_CHARGES_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 72e12a3c-5df2-474a-9781-534f25621167, Data,WHSE_MINERAL_TENURE.OG_GEO_MISFIRED_CHARGES_SP
Seed Planning Unit,seed-planning-unit,Geographic,a926ab96-599b-46f3-97d1-1362daa36d9d,36ee73ba-9a70-419f-8411-6605359d8803,"Ministry Of Forests Lands And Natural Resource Operations, Tree Improvement",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Seed Planning Unit View is a table that lists vali...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=6414,other,Seed Planning Unit,eebae572-8586-4e79-abdc-12e7c5fcb187,Data,WHSE_FOREST_VEGETATION.V_SEED_PLAN_UNIT
OGC Stream Surveys (Public Version),ogc-stream-surveys-public-version,Geographic,a8705e44-37a7-4851-9819-2ad5cd66dae1,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Point locations indicating where a stream survey h...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=13561,",other,OGC Stream Surveys (Public Version),5578d16a-2902-49eb-b7c2-d392640afada,Data,WHSE_MINERAL_TENURE.OG_STREAM_SURVEYS_PUB_SP
OGC Stream Surveys (Public Version),ogc-stream-surveys-public-version,Geographic,a8705e44-37a7-4851-9819-2ad5cd66dae1,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Point locations indicating where a stream survey h...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_STREAM_SURVEYS_PUB_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 9048e1f5-c6cd-42a7-921f-49b34b4edac3, Data,WHSE_MINERAL_TENURE.OG_STREAM_SURVEYS_PUB_SP
2011 Census Metropolitan Areas,2011-census-metropolitan-areas,Geographic,a6fb34b7-0937-4718-8f1f-43dba2c0f407,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,A census metropolitan area (CMA) or a census agglo...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16224,",other,2011 Census Metropolitan Areas,f3900f82-56f2-4e0c-a8e5-3dc6402660df,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_METRO_AREAS_SVW
2011 Census Metropolitan Areas,2011-census-metropolitan-areas,Geographic,a6fb34b7-0937-4718-8f1f-43dba2c0f407,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,A census metropolitan area (CMA) or a census agglo...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_METRO_AREAS_SVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, f129a965-363e-4d7e-8319-a4010e002fdb, Data,WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_METRO_AREAS_SVW
Air Quality Areas of Interest,air-quality-areas-of-interest,Geographic,a59d1dc9-4d17-4383-9188-2254972d1518,d71fc5b4-4723-4e21-83f1-a6da9c613ee5,"Ministry Of Health, Health Protection",Health and Safety,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,An Air Quality Area of Interest (AOI) is a geograp...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=3341,other,Air Quality Areas of Interest,54293f6e-f2ef-4d1e-a5d0-a6f6e29aa806,Data,WHSE_ENVIRONMENTAL_MONITORING.AEI_AIR_QUALITY_AOI_SP
Pelagic Birds (unspecified) - Coastal Resource Information Management System (CRIMS),pelagic-birds-unspecified-coastal-resource-information-management-system-crims,Geographic,a4a80d7c-c923-4709-8f40-32cc6dcd635f,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,"Government Of Canada, Canadian Wildlife Service",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Distribution of unspecified pelagic bird species h...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=8057,",other,Pelagic Birds (unspecified) - Coastal Resource Information Management System (CRIMS),2f3964b0-446c-41e1-9906-ab880082aefa,Data,WHSE_WILDLIFE_MANAGEMENT.CRIMS_PELAGIC_BIRDS_UNSPCFD
Pelagic Birds (unspecified) - Coastal Resource Information Management System (CRIMS),pelagic-birds-unspecified-coastal-resource-information-management-system-crims,Geographic,a4a80d7c-c923-4709-8f40-32cc6dcd635f,d27b4d85-e3da-40e3-beeb-af5cda8a23e0,"Government Of Canada, Canadian Wildlife Service",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Distribution of unspecified pelagic bird species h...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.CRIMS_PELAGIC_BIRDS_UNSPCFD/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 8954e7ba-11cc-4d9f-ab10-495473f69f7c, Data,WHSE_WILDLIFE_MANAGEMENT.CRIMS_PELAGIC_BIRDS_UNSPCFD
OGC Engineering Projects (Public Version),ogc-engineering-projects-public-version,Geographic,a1817249-be9f-462a-b021-9f083160a78e,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Oil and Gas Commission Engineering Project approva...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=13527,",other,OGC Engineering Projects (Public Version),62521efb-dc7c-42f6-9b01-a541833a944b,Data,WHSE_MINERAL_TENURE.OG_ENGINEERING_PROJECTS_PUB_SP
OGC Engineering Projects (Public Version),ogc-engineering-projects-public-version,Geographic,a1817249-be9f-462a-b021-9f083160a78e,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Oil and Gas Commission Engineering Project approva...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_ENGINEERING_PROJECTS_PUB_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, c1aa5c68-e2d4-4690-8084-6aa45133d667, Data,WHSE_MINERAL_TENURE.OG_ENGINEERING_PROJECTS_PUB_SP
OGC Pool Breaklines (Public Version),ogc-pool-breaklines-public-version,Geographic,a165bf9d-da5d-43b9-8309-f44982922ce2,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"A breakline is a type of structural fault, pool co...",onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=13549,",other,OGC Pool Breaklines (Public Version),ff5c170f-c1ef-4195-b266-0a8256ce82e5,Data,WHSE_MINERAL_TENURE.OG_POOL_BREAKLINES_PUB_SP
OGC Pool Breaklines (Public Version),ogc-pool-breaklines-public-version,Geographic,a165bf9d-da5d-43b9-8309-f44982922ce2,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"A breakline is a type of structural fault, pool co...",onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_POOL_BREAKLINES_PUB_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 1b5d0f8b-08c6-411b-9098-4c3a88d677ac, Data,WHSE_MINERAL_TENURE.OG_POOL_BREAKLINES_PUB_SP
Research Installations Industry View,research-installations-industry-view,Geographic,a0d909d7-df03-490d-9d3c-14cea5270ae6,6969d274-d120-4a6a-9730-fcd4e33d4c81,"Ministry Of Environment, Knowledge Management",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Named users,2014-12-11,2015-12-22,Identifies the physical locations of research inst...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16163,other,Research Installations Industry View,9716a344-de67-4cce-b3b5-9c9e62266908,Data,WHSE_FOREST_VEGETATION.RESPROJ_RSRCH_INSTLTNS_SVW
2011 Census Dissemination Area,2011-census-dissemination-area,Geographic,a091fd65-d682-4a24-8c0e-68de7c87e3a3,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Please note this data is only licensed for use by ...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16221,",other,2011 Census Dissemination Area,82c1b7c4-5ef3-466a-91ca-bc9368ac8618,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_DISSEM_AREAS_SVW
2011 Census Dissemination Area,2011-census-dissemination-area,Geographic,a091fd65-d682-4a24-8c0e-68de7c87e3a3,68bcff90-c51d-4df9-9ecd-fd0bc507e74e,"Ministry Of Technology Innovation And Citizens Services, BC Stats",Service,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Please note this data is only licensed for use by ...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_DISSEM_AREAS_SVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, a7fa66d4-0f95-4c58-861d-42d875e5b79f, Data,WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_CENSUS_DISSEM_AREAS_SVW
Work BC Job Search,work-bc-job-search,Geographic,9dcb3a6e-b89e-40be-8c68-f8e8dc263600,d4791e28-298e-4337-b187-13e2cc4ddc21,"Ministry Of Jobs Tourism And Skills Training, Labour Market Programs",Economy,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,WorkBC Job Search contains up-to-date listings for...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=15780,",other,Work BC Job Search,90011e5d-6a77-4fa5-9f5f-88d2c62d8134,Data,WHSE_HUMAN_CULTURAL_ECONOMIC.WBC_EMPLOYMENT_OPPS_SP
Work BC Job Search,work-bc-job-search,Geographic,9dcb3a6e-b89e-40be-8c68-f8e8dc263600,d4791e28-298e-4337-b187-13e2cc4ddc21,"Ministry Of Jobs Tourism And Skills Training, Labour Market Programs",Economy,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,WorkBC Job Search contains up-to-date listings for...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.WBC_EMPLOYMENT_OPPS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 405d1651-41b7-44d5-a789-2f5e1808a118, Data,WHSE_HUMAN_CULTURAL_ECONOMIC.WBC_EMPLOYMENT_OPPS_SP
Well Bottom Hole Status,well-bottom-hole-status,Geographic,9b5fce28-da3a-4e9c-b4a9-7110ce7bc431,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Provides non-confidential information about the su...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9388,",other,Well Bottom Hole Status,02649e17-341c-4549-b8bd-0d75e77c0223,Data,WHSE_MINERAL_TENURE.OG_BOTTOM_HOLE_STATUS_SP
Well Bottom Hole Status,well-bottom-hole-status,Geographic,9b5fce28-da3a-4e9c-b4a9-7110ce7bc431,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Provides non-confidential information about the su...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_BOTTOM_HOLE_STATUS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 535effb9-6eca-4f8b-aa3f-aa88e25c5187, Data,WHSE_MINERAL_TENURE.OG_BOTTOM_HOLE_STATUS_SP
Well Surface Hole Status,well-surface-hole-status,Geographic,97e6baad-9285-4364-a119-7d3cecd1d7ba,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Provides non-confidential information about the su...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9391,",other,Well Surface Hole Status,5aad0913-0bab-4c32-9943-b73f821d09a8,Data,WHSE_MINERAL_TENURE.OG_SURFACE_HOLE_STATUS_SP
Well Surface Hole Status,well-surface-hole-status,Geographic,97e6baad-9285-4364-a119-7d3cecd1d7ba,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Provides non-confidential information about the su...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_SURFACE_HOLE_STATUS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 1db80495-0e54-4c6c-b833-e6d852120bb8, Data,WHSE_MINERAL_TENURE.OG_SURFACE_HOLE_STATUS_SP
Shellfish Hatcheries - Coastal Resource Information Management System (CRIMS),shellfish-hatcheries-coastal-resource-information-management-system-crims,Geographic,962d3898-6127-4a66-977e-6dd7c3f0c540,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Location of shellfish hatcheries in British Columb...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=8070,other,Shellfish Hatcheries - Coastal Resource Information Management System (CRIMS),447f7987-a5dc-4c59-958f-e7ab9508e6e7,Data,WHSE_WILDLIFE_MANAGEMENT.CRIMS_SHELLFISH_HATCHERIES
Streams with Water Allocation Restrictions,streams-with-water-allocation-restrictions,Geographic,961b0fac-0b7e-4fce-9359-7dce3f4cfb4e,6969d274-d120-4a6a-9730-fcd4e33d4c81,"Ministry Of Environment, Knowledge Management",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,This dataset displays streams that have water allo...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=14680,",other,Streams with Water Allocation Restrictions,5387168a-0410-41eb-a2a1-48702e816e6e,Data,WHSE_WATER_MANAGEMENT.WLS_STREAM_RESTRICTIONS_SP
Streams with Water Allocation Restrictions,streams-with-water-allocation-restrictions,Geographic,961b0fac-0b7e-4fce-9359-7dce3f4cfb4e,6969d274-d120-4a6a-9730-fcd4e33d4c81,"Ministry Of Environment, Knowledge Management",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,This dataset displays streams that have water allo...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_WATER_MANAGEMENT.WLS_STREAM_RESTRICTIONS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 2c1776cd-f9e9-4ef0-9e3e-ae0db81e3bc9, Data,WHSE_WATER_MANAGEMENT.WLS_STREAM_RESTRICTIONS_SP
Potential Log Handling,potential-log-handling,Geographic,94c7a22f-d8b0-473e-9401-459ff50bb22c,34ebced4-a637-447c-88f5-3ab184f6ae82,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - West Coast",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,Sites identified as potentially being used for log...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=15822,other,Potential Log Handling,f2cc9990-514a-4481-80db-d195842599c3,Data,WHSE_LEGAL_ADMIN_BOUNDARIES.LUAA_LOG_HNDLNG_PTNTL_SITES_SP
UTM Grid Lines at 1 Kilometre Intervals,utm-grid-lines-at-1-kilometre-intervals,Geographic,93c7cebc-29cc-4fdc-8780-6516444c4d71,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Public,Government,2014-12-11,2015-12-22,Straight lines following Universal Transverse Merc...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=2720,",other,UTM Grid Lines at 1 Kilometre Intervals,3226681c-f0e1-481c-9c08-995df6481291,Data,WHSE_BASEMAPPING.UTMG_GRIDLINES_1K_SP
UTM Grid Lines at 1 Kilometre Intervals,utm-grid-lines-at-1-kilometre-intervals,Geographic,93c7cebc-29cc-4fdc-8780-6516444c4d71,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Access Only,MEDIUM-SENSITIVITY,Public,Government,2014-12-11,2015-12-22,Straight lines following Universal Transverse Merc...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.UTMG_GRIDLINES_1K_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 637dda8d-36ef-4e11-afae-7c4817ee7f52, Data,WHSE_BASEMAPPING.UTMG_GRIDLINES_1K_SP
Recreational Trails Lillooet Forest District,recreational-trails-lillooet-forest-district,Geographic,92ee5258-4b5b-4c09-aa66-91db75b34e69,2984bd97-c4d5-4f83-b0ab-68ff48c72530,"Ministry Of Jobs Tourism And Skills Training, Tourism",Economy,Access Only,MEDIUM-SENSITIVITY,Government,Government,2014-12-11,2015-12-22,Recreation Trails within the Lillooet Timber Suppl...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=10300,other,Recreational Trails Lillooet Forest District,8e9c240d-a946-443d-a769-88414fe5d04f,Data,REG_HUMAN_CULTURAL_ECONOMIC.RECREATIONAL_TRAILS_DLI_LINE
Natural Disturbance Units for North Eastern BC,natural-disturbance-units-for-north-eastern-bc,Geographic,923096dd-6b04-4ffb-a645-05a6b44fc248,25d7d485-f358-4612-8aff-71f6da701752,"Ministry Of Forests Lands And Natural Resource Operations, Resource Practices",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,Ominica Peace Region Natural Disturbance Units...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4268,other,Natural Disturbance Units for North Eastern BC,e6099992-08b5-41f8-af55-b438877db7a2,Data,REG_LAND_AND_NATURAL_RESOURCE.NATURAL_DIST_UNITS_RPG_POLY
OGC Oil and Gas Regional Fields,ogc-oil-and-gas-regional-fields,Geographic,9010f337-3a82-4ca0-b2ac-44d72e13ac48,b6f3e8be-db3b-4ef6-ba3a-6d273015b15a,"Bc Agency, Oil and Gas Commission",Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2014-12-11,2015-12-22,"Geographic outline of large, unconventional natura...",completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=13555,",other,OGC Oil and Gas Regional Fields,6e8bf313-b065-4724-958d-69ecfbc9f9eb,Data,WHSE_MINERAL_TENURE.OG_REGIONAL_FIELDS_SP
